case_id,municipality,case_hybrid_score,case_hybrid_raw,n_events_case,event_score_mean,event_score_median,avg_resource_score_in_case
4962280,BPIC15_1,0.878,0.8697537861668267,13,0.756,0.72,0.892
4963316,BPIC15_1,0.825,0.8193469759581049,37,0.73,0.72,0.215
4963317,BPIC15_5,0.86,0.8522147086138129,44,0.743,0.762,0.793
4964122,BPIC15_3,0.829,0.8231993901403702,45,0.7,0.705,0.541
4964516,BPIC15_3,0.416,0.4314062821771844,57,0.602,0.608,0.346
4968117,BPIC15_3,0.416,0.431225922446927,56,0.579,0.583,0.346
4971922,BPIC15_3,0.906,0.8962405271373983,43,0.693,0.681,0.976
4972085,BPIC15_1,0.818,0.8119766243165056,46,0.683,0.671,0.215
4972924,BPIC15_1,0.949,0.9368416981599784,12,0.83,0.798,0.996
4973504,BPIC15_3,0.879,0.8704165515170382,45,0.756,0.741,0.849
4975056,BPIC15_3,0.848,0.8408629277030112,13,0.8,0.788,0.593
4977331,BPIC15_3,0.826,0.8204188506127371,45,0.691,0.687,0.346
4978481,BPIC15_1,0.876,0.8673759248877806,25,0.728,0.722,0.892
4980241,BPIC15_3,0.839,0.8323872709088822,20,0.79,0.768,0.346
4984981,BPIC15_3,0.86,0.8518473015299136,58,0.68,0.667,0.849
4986984,BPIC15_3,0.413,0.4282739107317411,61,0.548,0.556,0.593
4990413,BPIC15_3,0.898,0.8886296295043663,76,0.678,0.671,0.987
5001256,BPIC15_3,0.466,0.4786026274587014,7,0.868,0.921,0.593
5002082,BPIC15_5,0.8,0.7957179473540823,45,0.719,0.736,0.045
5007766,BPIC15_3,0.446,0.4594020644370598,84,0.656,0.643,0.849
5008645,BPIC15_3,0.41,0.424995786411648,71,0.513,0.507,0.541
5011629,BPIC15_3,0.415,0.4301083218812689,44,0.619,0.616,0.346
5011818,BPIC15_5,0.84,0.8333161658931898,45,0.791,0.838,0.413
5014163,BPIC15_3,0.417,0.4317003966686161,72,0.527,0.516,0.541
5014741,BPIC15_3,0.824,0.8183657494189152,44,0.644,0.632,0.541
5016643,BPIC15_1,0.826,0.8201259637352059,68,0.636,0.627,0.649
5019451,BPIC15_1,0.418,0.433007667340067,48,0.612,0.616,0.215
5020401,BPIC15_3,0.824,0.8179974337763093,57,0.641,0.629,0.541
5021660,BPIC15_1,0.416,0.4307261953389998,47,0.584,0.587,0.215
5023361,BPIC15_3,0.831,0.8245397377655932,25,0.678,0.654,0.541
5025683,BPIC15_1,0.413,0.4285692721325817,50,0.58,0.583,0.215
5026680,BPIC15_3,0.88,0.8714015370807393,43,0.76,0.752,0.849
5028164,BPIC15_1,0.896,0.8862079925989139,57,0.709,0.697,0.972
5028884,BPIC15_3,0.836,0.828985823761011,31,0.729,0.717,0.541
5030359,BPIC15_1,0.377,0.3943507406645059,79,0.679,0.679,0.215
5031785,BPIC15_1,0.428,0.4420653679152636,57,0.587,0.577,0.649
5031919,BPIC15_3,0.837,0.8308666856535093,56,0.711,0.7,0.541
5036267,BPIC15_3,0.413,0.4285425729246792,86,0.517,0.494,0.541
5037825,BPIC15_3,0.88,0.871369105538494,43,0.759,0.743,0.849
5038494,BPIC15_1,0.412,0.4275977205989801,50,0.572,0.571,0.215
5041223,BPIC15_3,0.491,0.5021933028185301,60,0.548,0.558,0.976
5043362,BPIC15_3,0.421,0.4356930763009189,44,0.642,0.638,0.346
5043454,BPIC15_4,0.851,0.8435887305934798,39,0.64,0.641,0.806
5044814,BPIC15_1,0.822,0.8162040165510187,47,0.689,0.697,0.215
5045102,BPIC15_4,0.818,0.8123044703328999,50,0.631,0.639,0.469
5045482,BPIC15_3,0.411,0.4266306458339463,56,0.576,0.576,0.346
5049765,BPIC15_3,0.498,0.509011520999721,7,0.841,0.787,0.849
5050250,BPIC15_4,0.814,0.8084946739895431,50,0.648,0.662,0.469
5051766,BPIC15_1,0.414,0.4291656536985636,60,0.57,0.569,0.215
5052356,BPIC15_4,0.796,0.7911382043862016,39,0.61,0.612,0.129
5052939,BPIC15_4,0.819,0.8136865673772956,39,0.734,0.706,0.505
5053687,BPIC15_4,0.8,0.795348795178619,40,0.653,0.654,0.129
5054444,BPIC15_4,0.818,0.8120433339788874,54,0.626,0.628,0.469
5054934,BPIC15_4,0.818,0.8127371978485446,18,0.741,0.706,0.129
5055836,BPIC15_4,0.855,0.8476535822086471,39,0.645,0.646,0.806
5056314,BPIC15_4,0.855,0.8473895300348536,40,0.653,0.652,0.806
5058517,BPIC15_3,0.416,0.4310967843608662,54,0.539,0.54,0.541
5061993,BPIC15_1,0.838,0.8316697684575367,50,0.669,0.672,0.649
5062593,BPIC15_4,0.406,0.4213016337275619,50,0.523,0.536,0.469
5063900,BPIC15_4,0.778,0.7739966538399498,47,0.546,0.55,0.129
5064511,BPIC15_4,0.406,0.4212894325028852,50,0.514,0.51,0.469
5064826,BPIC15_4,0.789,0.7845334009344634,52,0.574,0.569,0.129
5068048,BPIC15_1,0.922,0.910802452945824,14,0.839,0.839,0.965
5068070,BPIC15_3,0.401,0.4167856297237698,72,0.504,0.492,0.346
5068783,BPIC15_4,0.789,0.785091358790338,39,0.579,0.568,0.129
5068955,BPIC15_3,0.887,0.8782649704065489,43,0.763,0.765,0.905
5069540,BPIC15_1,0.385,0.4016332446304976,60,0.583,0.592,0.215
5069588,BPIC15_3,0.824,0.8184895775661575,44,0.704,0.712,0.346
5070033,BPIC15_3,0.403,0.4189840994195433,61,0.53,0.537,0.346
5070604,BPIC15_3,0.51,0.5205077787800293,51,0.548,0.556,0.994
5071981,BPIC15_3,0.881,0.871669213390091,43,0.786,0.78,0.849
5071997,BPIC15_3,0.421,0.4353741421918646,44,0.626,0.619,0.346
5072024,BPIC15_3,0.904,0.8940757873952894,44,0.692,0.687,0.976
5073390,BPIC15_1,0.413,0.428605968002784,45,0.601,0.604,0.215
5075981,BPIC15_3,0.429,0.4430239886706604,47,0.618,0.618,0.541
5078883,BPIC15_4,0.83,0.8237884336119207,32,0.701,0.714,0.469
5080348,BPIC15_3,0.415,0.4300908906764673,44,0.607,0.609,0.346
5084718,BPIC15_1,0.425,0.4395521795378923,45,0.651,0.64,0.215
5087335,BPIC15_1,0.823,0.8173911656245402,51,0.72,0.711,0.215
5087936,BPIC15_4,0.818,0.8124686972275451,42,0.679,0.671,0.505
5088217,BPIC15_1,0.917,0.9066419360997297,12,0.793,0.77,0.96
5088423,BPIC15_3,0.847,0.8394208234670051,78,0.67,0.662,0.849
5089376,BPIC15_3,0.825,0.8185660723326931,44,0.702,0.708,0.346
5089824,BPIC15_3,0.818,0.8122100253770529,55,0.636,0.641,0.346
5091849,BPIC15_5,0.799,0.7945362563233082,51,0.718,0.735,0.045
5095678,BPIC15_3,0.412,0.427335664469811,60,0.566,0.574,0.346
5098197,BPIC15_1,0.418,0.4329139284882596,45,0.617,0.614,0.215
5099693,BPIC15_1,0.408,0.4237837027100278,43,0.683,0.682,0.649
5102213,BPIC15_1,0.435,0.4493007046958377,45,0.61,0.614,0.649
5103695,BPIC15_1,0.844,0.8366219005061539,13,0.849,0.827,0.215
5105363,BPIC15_1,0.422,0.4370658528649335,21,0.646,0.674,0.215
5105797,BPIC15_5,0.861,0.8531333435778098,45,0.74,0.753,0.793
5106432,BPIC15_1,0.392,0.4081793211819494,67,0.691,0.694,0.215
5107748,BPIC15_1,0.407,0.4221263572145719,58,0.568,0.56,0.649
5108718,BPIC15_1,0.903,0.8929738147075548,18,0.779,0.78,0.98
5109975,BPIC15_4,0.827,0.8209678378179084,50,0.713,0.732,0.469
5111183,BPIC15_4,0.838,0.8314208495398581,21,0.708,0.683,0.469
5119428,BPIC15_4,0.413,0.4282234737565198,39,0.572,0.581,0.469
5120609,BPIC15_4,0.417,0.4323458089831331,27,0.725,0.717,0.505
5122014,BPIC15_1,0.425,0.4392145266408184,26,0.742,0.736,0.98
5122053,BPIC15_4,0.423,0.4378748851224276,39,0.646,0.685,0.469
5123467,BPIC15_3,0.82,0.813938434411552,44,0.661,0.657,0.346
5124051,BPIC15_3,0.43,0.4439553463075364,44,0.621,0.615,0.541
5125859,BPIC15_1,0.404,0.4197065346000919,13,0.758,0.724,0.215
5126018,BPIC15_4,0.369,0.3862528299327207,28,0.672,0.669,0.129
5126344,BPIC15_5,0.394,0.4101673778751536,80,0.535,0.526,0.413
5127562,BPIC15_5,0.84,0.8332024267225522,35,0.768,0.78,0.413
5129295,BPIC15_1,0.844,0.836783545483141,13,0.846,0.824,0.215
5131251,BPIC15_3,0.418,0.4328518988401721,44,0.612,0.609,0.346
5131356,BPIC15_1,0.407,0.422798005708891,17,0.804,0.81,0.215
5131549,BPIC15_4,0.793,0.7882795308839358,39,0.59,0.594,0.129
5131734,BPIC15_5,0.469,0.4810595263288952,81,0.662,0.653,0.949
5133133,BPIC15_5,0.378,0.3944789981026987,82,0.508,0.494,0.413
5133571,BPIC15_1,0.404,0.4192192581733134,14,0.739,0.724,0.215
5133759,BPIC15_5,0.817,0.8111302725985777,55,0.663,0.67,0.413
5135298,BPIC15_5,0.418,0.4330411901813802,55,0.61,0.626,0.413
5135361,BPIC15_1,0.379,0.3959594796825024,78,0.696,0.704,0.215
5136647,BPIC15_3,0.413,0.4285588931377632,54,0.596,0.59,0.346
5136790,BPIC15_1,0.915,0.9041776116122088,16,0.778,0.786,0.965
5136943,BPIC15_5,0.877,0.8680699501868846,42,0.701,0.679,0.949
5137689,BPIC15_3,0.854,0.8467107867370965,44,0.741,0.74,0.684
5138582,BPIC15_1,0.822,0.8163378273504841,44,0.697,0.682,0.215
5141423,BPIC15_1,0.83,0.8238228008668803,55,0.659,0.657,0.649
5142138,BPIC15_3,0.873,0.8642885373692929,50,0.728,0.736,0.849
5143830,BPIC15_1,0.825,0.8186394331089453,44,0.715,0.713,0.215
5146752,BPIC15_1,0.408,0.4231595996956787,55,0.579,0.571,0.215
5147339,BPIC15_3,0.821,0.8148915342308154,61,0.629,0.629,0.593
5148345,BPIC15_1,0.812,0.8064438857468854,55,0.635,0.625,0.215
5150432,BPIC15_3,0.826,0.8202678247868571,43,0.634,0.639,0.541
5151104,BPIC15_3,0.823,0.817076949496926,56,0.626,0.617,0.541
5152089,BPIC15_4,0.432,0.4462872698582819,51,0.676,0.712,0.469
5153992,BPIC15_3,0.838,0.8317613911433074,21,0.785,0.78,0.346
5154273,BPIC15_4,0.857,0.8493328537956198,39,0.662,0.655,0.806
5155565,BPIC15_3,0.869,0.8606184074079789,56,0.708,0.703,0.849
5158887,BPIC15_5,0.862,0.8539635958931622,42,0.759,0.792,0.793
5160349,BPIC15_3,0.825,0.8189562644923555,44,0.697,0.692,0.346
5162241,BPIC15_3,0.818,0.8125898169281466,57,0.631,0.637,0.346
5175350,BPIC15_3,0.869,0.8606194812071737,56,0.694,0.688,0.849
5177324,BPIC15_3,0.831,0.8244407139815736,44,0.648,0.635,0.541
5177493,BPIC15_1,0.918,0.9070805655348704,38,0.76,0.734,0.98
5178330,BPIC15_3,0.871,0.8624980858611778,56,0.711,0.701,0.849
5185810,BPIC15_4,0.384,0.4005320291974654,50,0.512,0.506,0.129
5186508,BPIC15_1,0.425,0.4390811391002238,57,0.568,0.55,0.649
5187032,BPIC15_4,0.401,0.416352888505026,62,0.54,0.538,0.469
5188414,BPIC15_3,0.811,0.8058112593636181,44,0.67,0.671,0.346
5192105,BPIC15_4,0.393,0.4094909945179068,46,0.595,0.59,0.129
5193009,BPIC15_4,0.44,0.45412934942783,68,0.595,0.578,0.806
5195057,BPIC15_4,0.394,0.4098641392441898,39,0.531,0.534,0.129
5198557,BPIC15_5,0.794,0.7897773131481057,46,0.694,0.727,0.045
5203657,BPIC15_1,0.428,0.4426137407832365,53,0.622,0.617,0.649
5204850,BPIC15_3,0.868,0.8600120145300697,56,0.709,0.696,0.849
5205832,BPIC15_3,0.84,0.8329713024895864,56,0.71,0.698,0.593
5208112,BPIC15_4,0.415,0.4299422500331206,61,0.688,0.676,0.806
5211753,BPIC15_1,0.393,0.4091759538047357,80,0.668,0.646,0.215
5213833,BPIC15_5,0.481,0.4929061257314521,35,0.649,0.646,0.921
5214826,BPIC15_5,0.878,0.8694683172347291,18,0.753,0.733,0.949
5217149,BPIC15_5,0.825,0.8186409026524881,51,0.714,0.704,0.413
5219602,BPIC15_1,0.406,0.4212557926310515,44,0.583,0.579,0.649
5220584,BPIC15_1,0.847,0.8397932079414206,44,0.722,0.716,0.649
5221093,BPIC15_3,0.427,0.441057351939831,60,0.582,0.591,0.541
5222239,BPIC15_5,0.836,0.8294525401403878,46,0.754,0.79,0.413
5223942,BPIC15_5,0.798,0.7937319584708339,46,0.725,0.744,0.045
5225331,BPIC15_3,0.868,0.859394637587971,56,0.699,0.69,0.849
5229166,BPIC15_5,0.889,0.8798643045724206,37,0.745,0.713,0.949
5229572,BPIC15_5,0.834,0.8279033412597967,46,0.757,0.784,0.413
5230001,BPIC15_3,0.854,0.8462211052346827,73,0.689,0.692,0.849
5231188,BPIC15_5,0.834,0.827691222525733,45,0.751,0.788,0.413
5231359,BPIC15_4,0.421,0.4358539181444258,50,0.602,0.592,0.469
5232371,BPIC15_3,0.87,0.861544790932422,56,0.706,0.699,0.849
5232718,BPIC15_5,0.8,0.7952167692226807,46,0.699,0.722,0.045
5234804,BPIC15_4,0.805,0.7998401529576091,39,0.65,0.651,0.129
5235447,BPIC15_1,0.819,0.8135085079869105,45,0.686,0.689,0.215
5237194,BPIC15_3,0.431,0.4447998683969817,73,0.608,0.592,0.593
5239576,BPIC15_3,0.833,0.8267219426388059,44,0.737,0.723,0.593
5240524,BPIC15_3,0.414,0.428994570238206,56,0.573,0.566,0.346
5241131,BPIC15_5,0.795,0.7907717815012574,46,0.705,0.724,0.045
5242070,BPIC15_4,0.827,0.8208230893601497,42,0.727,0.709,0.505
5243215,BPIC15_1,0.432,0.4466135480000655,48,0.651,0.646,0.649
5244066,BPIC15_5,0.825,0.8192766552761022,48,0.678,0.665,0.413
5244096,BPIC15_3,0.886,0.8764158824915952,44,0.754,0.747,0.905
5245304,BPIC15_3,0.836,0.8292786313001573,44,0.692,0.69,0.541
5246383,BPIC15_3,0.432,0.4457281905212076,63,0.615,0.598,0.593
5247680,BPIC15_1,0.885,0.8757667424806613,23,0.782,0.764,0.892
5249087,BPIC15_1,0.36,0.3779536153857331,78,0.605,0.637,0.215
5249281,BPIC15_3,0.825,0.8193186321667613,44,0.71,0.704,0.346
5249665,BPIC15_3,0.814,0.8086985050879929,56,0.613,0.598,0.346
5252184,BPIC15_4,0.41,0.4254621757450244,39,0.693,0.734,0.129
5257634,BPIC15_1,0.858,0.8503095782487133,12,0.799,0.776,0.649
5257681,BPIC15_3,0.91,0.8992114856003459,60,0.707,0.69,0.987
5257945,BPIC15_5,0.829,0.8231776539418987,46,0.704,0.734,0.413
5258623,BPIC15_1,0.92,0.9091375357716966,21,0.768,0.747,0.985
5259658,BPIC15_1,0.924,0.9125770791341616,16,0.786,0.799,0.98
5260366,BPIC15_5,0.41,0.425651090352962,53,0.596,0.592,0.413
5261805,BPIC15_5,0.416,0.4307858388059956,52,0.63,0.627,0.413
5262430,BPIC15_1,0.414,0.4291327688628866,54,0.59,0.595,0.215
5263500,BPIC15_3,0.829,0.8225608049770091,56,0.641,0.625,0.593
5263710,BPIC15_3,0.845,0.8382669681287701,32,0.777,0.764,0.593
5264560,BPIC15_3,0.82,0.8143342310595794,31,0.713,0.696,0.346
5264598,BPIC15_3,0.835,0.8282981834693783,44,0.725,0.729,0.593
5265490,BPIC15_4,0.803,0.7982879296121426,24,0.703,0.688,0.129
5265779,BPIC15_3,0.467,0.4796635151046949,7,0.871,0.92,0.593
5266533,BPIC15_4,0.801,0.7962324015274324,40,0.655,0.662,0.129
5269973,BPIC15_4,0.796,0.791711945716373,49,0.553,0.555,0.469
5271408,BPIC15_1,0.529,0.5378114174661799,4,0.864,0.88,0.965
5272863,BPIC15_5,0.795,0.7906894563345617,44,0.675,0.678,0.045
5272892,BPIC15_5,0.796,0.791926496370373,46,0.712,0.745,0.045
5273268,BPIC15_5,0.861,0.8536242064768502,46,0.752,0.764,0.793
5273630,BPIC15_1,0.838,0.831524225739003,44,0.656,0.647,0.649
5276410,BPIC15_4,0.444,0.4576758463985025,11,0.716,0.712,0.505
5283155,BPIC15_4,0.41,0.4256369761774914,40,0.696,0.73,0.129
5285721,BPIC15_4,0.335,0.3542459532822929,48,0.552,0.538,0.129
5289023,BPIC15_4,0.859,0.8509588422393453,63,0.745,0.815,0.806
5289193,BPIC15_1,0.405,0.4209578296191985,69,0.611,0.636,0.649
5290405,BPIC15_3,0.87,0.861918354518078,60,0.693,0.675,0.849
5293466,BPIC15_3,0.831,0.8249119855639642,46,0.668,0.662,0.593
5294075,BPIC15_1,0.918,0.9074656736108744,14,0.766,0.756,0.985
5295453,BPIC15_1,0.41,0.4252407554992574,54,0.575,0.566,0.215
5297541,BPIC15_4,0.866,0.8575809851424301,54,0.778,0.841,0.806
5298554,BPIC15_4,0.376,0.3932144825178532,60,0.53,0.516,0.129
5299025,BPIC15_4,0.83,0.8240247415304726,42,0.731,0.718,0.505
5299844,BPIC15_1,0.38,0.39639070887477,60,0.572,0.582,0.215
5300987,BPIC15_1,0.82,0.8139316171021986,44,0.677,0.674,0.215
5301880,BPIC15_1,0.817,0.8110506878796769,44,0.662,0.666,0.215
5303433,BPIC15_1,0.425,0.4391239245773562,69,0.54,0.531,0.649
5305616,BPIC15_3,0.471,0.4835317749467755,83,0.618,0.616,0.987
5305809,BPIC15_4,0.804,0.7989216333028566,51,0.616,0.617,0.469
5314907,BPIC15_1,0.367,0.384107685161926,87,0.545,0.56,0.215
5319101,BPIC15_1,0.841,0.8345705894154134,48,0.693,0.687,0.649
5320704,BPIC15_4,0.82,0.8140180655649163,42,0.645,0.627,0.469
5323373,BPIC15_3,0.867,0.8584925409417541,28,0.723,0.692,0.849
5325148,BPIC15_5,0.8,0.7948760811134413,46,0.709,0.726,0.045
5327170,BPIC15_1,0.818,0.8123263122450615,64,0.597,0.59,0.649
5327310,BPIC15_3,0.831,0.824456608389176,46,0.642,0.636,0.593
5328146,BPIC15_1,0.413,0.4281302956144827,58,0.598,0.583,0.215
5333236,BPIC15_5,0.803,0.798338378357725,46,0.735,0.764,0.045
5333327,BPIC15_4,0.805,0.7996897891816945,39,0.692,0.686,0.129
5340440,BPIC15_5,0.894,0.8842604726836482,35,0.8,0.798,0.921
5341032,BPIC15_3,0.427,0.441751697704062,46,0.569,0.563,0.593
5341682,BPIC15_3,0.462,0.4750691187819046,5,0.856,0.852,0.593
5342510,BPIC15_1,0.401,0.4170346920621674,65,0.692,0.681,0.215
5343349,BPIC15_1,0.839,0.83220937683215,56,0.677,0.668,0.649
5354162,BPIC15_4,0.391,0.407049273454346,49,0.568,0.539,0.129
5357670,BPIC15_4,0.826,0.8203061092779342,39,0.725,0.708,0.505
5358414,BPIC15_3,0.801,0.7960854096108031,65,0.59,0.586,0.346
5359749,BPIC15_1,0.822,0.8162333510235878,50,0.737,0.74,0.215
5362452,BPIC15_5,0.789,0.7851197436041472,55,0.665,0.678,0.045
5362817,BPIC15_3,0.833,0.8267950869107723,60,0.718,0.696,0.593
5363148,BPIC15_4,0.393,0.4091401759389208,48,0.583,0.582,0.129
5365084,BPIC15_3,0.455,0.4675845315846157,60,0.578,0.566,0.849
5365567,BPIC15_4,0.406,0.4218585328217101,39,0.629,0.616,0.129
5366229,BPIC15_4,0.815,0.8092932560179095,15,0.757,0.738,0.129
5368032,BPIC15_1,0.849,0.8413991960760618,38,0.75,0.752,0.649
5371747,BPIC15_3,0.81,0.8049302546585105,46,0.63,0.627,0.346
5372185,BPIC15_5,0.787,0.7834163857551697,46,0.679,0.712,0.045
5373269,BPIC15_3,0.408,0.4231734563044942,47,0.58,0.576,0.346
5378767,BPIC15_1,0.917,0.9067138611585774,24,0.743,0.692,0.98
5380212,BPIC15_3,0.835,0.8284133736476855,39,0.691,0.674,0.541
5382356,BPIC15_3,0.838,0.8313726581231126,48,0.698,0.677,0.593
5384958,BPIC15_3,0.838,0.831576490427308,46,0.7,0.684,0.593
5387571,BPIC15_1,0.425,0.4392998323416939,66,0.564,0.543,0.649
5388188,BPIC15_4,0.822,0.816350714227703,39,0.68,0.666,0.469
5390360,BPIC15_3,0.421,0.4361643720643814,46,0.611,0.602,0.346
5390840,BPIC15_3,0.425,0.4394531507653519,54,0.576,0.57,0.541
5395059,BPIC15_5,0.393,0.4088886892827139,46,0.637,0.659,0.045
5401658,BPIC15_3,0.412,0.426784668506472,58,0.576,0.568,0.346
5410698,BPIC15_3,0.414,0.4290215025161816,103,0.481,0.458,0.541
5413352,BPIC15_3,0.834,0.8271467682539144,46,0.661,0.654,0.593
5415069,BPIC15_3,0.822,0.8159204033170854,48,0.678,0.67,0.346
5416620,BPIC15_5,0.824,0.8184906544345437,48,0.693,0.679,0.413
5419501,BPIC15_4,0.863,0.8547084997597005,39,0.714,0.704,0.806
5422619,BPIC15_3,0.426,0.4401482778604613,46,0.63,0.615,0.346
5425361,BPIC15_5,0.815,0.8096970186594629,34,0.829,0.849,0.045
5426054,BPIC15_4,0.814,0.8088526595176763,25,0.767,0.746,0.129
5427641,BPIC15_3,0.822,0.8157736197372193,46,0.669,0.662,0.346
5428334,BPIC15_4,0.854,0.8461293506299037,42,0.693,0.712,0.806
5430787,BPIC15_5,0.427,0.4414549683073892,42,0.668,0.712,0.413
5431445,BPIC15_4,0.399,0.414662658644565,50,0.525,0.5,0.469
5440255,BPIC15_5,0.882,0.8734106271783358,46,0.739,0.766,0.921
5441059,BPIC15_3,0.408,0.4234299987414047,62,0.561,0.532,0.346
5441161,BPIC15_4,0.417,0.431651100229165,42,0.581,0.586,0.469
5442900,BPIC15_4,0.865,0.8568132671000179,40,0.714,0.707,0.806
5449852,BPIC15_3,0.831,0.8247695160641011,46,0.677,0.673,0.541
5451113,BPIC15_3,0.867,0.8584908502873414,60,0.692,0.671,0.849
5454236,BPIC15_4,0.806,0.8005475535791461,43,0.6,0.595,0.469
5454811,BPIC15_3,0.405,0.4201556318815431,69,0.527,0.526,0.346
5455591,BPIC15_4,0.404,0.4198231336050034,43,0.543,0.54,0.469
5456003,BPIC15_5,0.452,0.4651206975598818,71,0.678,0.678,0.949
5456882,BPIC15_4,0.833,0.8269110150959065,42,0.731,0.716,0.505
5459682,BPIC15_3,0.423,0.4375680472618831,46,0.554,0.541,0.593
5460208,BPIC15_3,0.827,0.8205133669083264,46,0.708,0.706,0.346
5463638,BPIC15_3,0.819,0.8128902732315232,46,0.633,0.63,0.346
5463672,BPIC15_3,0.433,0.4470786840843084,46,0.625,0.618,0.541
5464788,BPIC15_4,0.815,0.8092120415488522,43,0.69,0.682,0.469
5466454,BPIC15_5,0.861,0.8531059727195924,46,0.731,0.764,0.793
5470100,BPIC15_3,0.412,0.4273756465219903,63,0.562,0.557,0.346
5472739,BPIC15_5,0.832,0.8251961849084171,42,0.736,0.762,0.413
5473875,BPIC15_4,0.796,0.7912457344282996,39,0.639,0.633,0.129
5477458,BPIC15_3,0.412,0.4275558865752363,76,0.493,0.476,0.541
5487277,BPIC15_3,0.868,0.8598561186431098,35,0.73,0.72,0.849
5489853,BPIC15_3,0.895,0.8857958362040342,63,0.606,0.609,0.976
5490857,BPIC15_4,0.409,0.4247884307160104,49,0.569,0.576,0.469
5494097,BPIC15_3,0.502,0.5129434802275733,46,0.608,0.592,0.976
5496474,BPIC15_4,0.458,0.4704895544106247,11,0.816,0.829,0.505
5501937,BPIC15_3,0.833,0.8261869157769697,41,0.687,0.651,0.541
5516328,BPIC15_3,0.845,0.8384229931068087,46,0.766,0.755,0.593
5524112,BPIC15_3,0.42,0.4347859370827342,56,0.564,0.548,0.541
5524675,BPIC15_3,0.9,0.8903166060898456,60,0.665,0.653,0.976
5526076,BPIC15_3,0.82,0.8145065587308665,45,0.685,0.676,0.346
5528903,BPIC15_4,0.394,0.4102547254873657,48,0.542,0.532,0.129
5533021,BPIC15_3,0.883,0.8740100266200216,13,0.807,0.787,0.849
5542296,BPIC15_4,0.808,0.8029737672565694,43,0.6,0.601,0.469
5546402,BPIC15_3,0.837,0.8308482883583058,46,0.693,0.683,0.541
5546890,BPIC15_3,0.826,0.820347931532575,46,0.691,0.668,0.346
5553065,BPIC15_3,0.425,0.4397044987990932,49,0.573,0.561,0.541
5553677,BPIC15_3,0.883,0.8736932611739321,19,0.789,0.766,0.849
5558301,BPIC15_3,0.837,0.8305941297927198,46,0.703,0.693,0.541
5565328,BPIC15_3,0.82,0.8139594303754556,46,0.647,0.628,0.346
5565409,BPIC15_4,1.0,0.9850292560608408,12,0.843,0.84,1.0
5566365,BPIC15_3,0.875,0.8661862006939521,46,0.717,0.685,0.849
5566411,BPIC15_4,0.839,0.8319999660179987,26,0.761,0.774,0.469
5567552,BPIC15_4,0.387,0.4038098401232559,45,0.595,0.593,0.129
5572437,BPIC15_3,0.418,0.4327646509972636,46,0.587,0.578,0.346
5573452,BPIC15_4,0.39,0.4064422500049037,50,0.561,0.551,0.129
5576719,BPIC15_3,0.885,0.8755991476071671,13,0.798,0.764,0.849
5578220,BPIC15_3,0.391,0.407036905414158,75,0.602,0.622,0.849
5584658,BPIC15_3,0.828,0.8222403002605781,17,0.711,0.679,0.346
5585587,BPIC15_3,0.801,0.7962691374168871,67,0.611,0.615,0.346
5587737,BPIC15_5,0.387,0.4037102361412285,66,0.619,0.63,0.045
5591299,BPIC15_3,0.453,0.4659796892190184,7,0.855,0.911,0.346
5591783,BPIC15_3,0.9,0.8901713491378869,46,0.642,0.633,0.976
5592282,BPIC15_3,0.431,0.4449597668496922,46,0.612,0.604,0.541
5592801,BPIC15_3,0.818,0.8126225286542009,46,0.65,0.65,0.346
5593296,BPIC15_3,0.429,0.4430689154957123,46,0.601,0.594,0.541
5593911,BPIC15_3,0.826,0.8199009571394635,46,0.703,0.69,0.346
5597050,BPIC15_4,0.962,0.9485831461428068,12,0.832,0.846,0.999
5601251,BPIC15_3,0.814,0.80815575594873,46,0.629,0.611,0.346
5604417,BPIC15_4,0.417,0.431640663738067,42,0.609,0.607,0.469
5612371,BPIC15_3,0.889,0.8799661190295709,12,0.822,0.8,0.849
5612413,BPIC15_4,0.81,0.8047625724651715,35,0.718,0.72,0.129
5613147,BPIC15_3,0.835,0.8287678563591879,46,0.684,0.67,0.541
5614421,BPIC15_3,0.421,0.4355727761780883,46,0.628,0.619,0.346
5614747,BPIC15_4,0.801,0.7959787979452496,39,0.647,0.63,0.129
5628076,BPIC15_3,0.428,0.441969864982954,46,0.586,0.58,0.541
5632872,BPIC15_3,0.846,0.838475299938762,46,0.759,0.753,0.541
5641917,BPIC15_4,0.85,0.8423534467481877,49,0.713,0.701,0.806
5644526,BPIC15_4,0.461,0.4734776295363336,7,0.848,0.879,0.505
5645128,BPIC15_4,0.787,0.7829899603779414,39,0.63,0.636,0.129
5645649,BPIC15_3,0.878,0.8695208360052424,46,0.738,0.728,0.849
5647699,BPIC15_4,0.786,0.7822598289622318,40,0.627,0.613,0.129
5653127,BPIC15_3,0.484,0.4959215300473833,63,0.585,0.597,0.976
5653611,BPIC15_3,0.825,0.8190722081506764,46,0.7,0.701,0.346
5654080,BPIC15_3,0.826,0.8196424121320044,46,0.696,0.689,0.346
5655799,BPIC15_3,0.828,0.8213933761464973,56,0.64,0.629,0.541
5656999,BPIC15_4,0.48,0.4914772879126063,9,0.843,0.885,0.806
5665694,BPIC15_3,0.825,0.8186666415231221,46,0.7,0.688,0.346
5668447,BPIC15_4,0.445,0.4585126218577723,68,0.677,0.662,0.806
5668917,BPIC15_3,0.826,0.8200929916307548,46,0.638,0.632,0.541
5671372,BPIC15_3,0.824,0.8184250321834062,46,0.691,0.677,0.346
